t	shot_max_conf	shot_n	goal_max_conf
462	0.0000	0	0.0000
463	0.0000	0	0.0000
464	0.0000	0	0.0000
465	0.0000	0	0.0000
466	0.0000	0	0.0000
467	0.0000	0	0.0000
468	0.0828	1	0.6295
469	0.5221	1	0.8686
470	0.0000	0	0.8891
471	0.0000	0	0.9028
472	0.0000	0	0.9137
473	0.1324	1	0.9158
474	0.1601	1	0.9151
475	0.2610	1	0.8953
476	0.0985	1	0.9001
477	0.3404	1	0.8923
478	0.3304	1	0.8667
479	0.1464	1	0.9163
480	0.2411	1	0.9087
481	0.2379	1	0.9012
482	0.3664	1	0.8846
483	0.2410	1	0.8720
484	0.4275	1	0.8937
485	0.7653	1	0.8823
486	0.5417	1	0.8739
487	0.6852	1	0.8818
488	0.1835	1	0.8714
489	0.7651	1	0.8825
490	0.3907	1	0.8363
491	0.0000	0	0.0000
492	0.0000	0	0.0000
493	0.0000	0	0.0000
494	0.0000	0	0.0000
495	0.0000	0	0.0000
496	0.0000	0	0.0000
497	0.0000	0	0.0000
498	0.0000	0	0.0000
499	0.0000	0	0.0000
500	0.0000	0	0.0976
501	0.4064	1	0.8729
502	0.4889	1	0.8673
503	0.3025	1	0.4103
504	0.5914	1	0.7112
505	0.6779	1	0.7660
506	0.5857	2	0.8988
507	0.3808	1	0.8689
508	0.1068	1	0.8851
509	0.3612	1	0.9032
510	0.2208	1	0.9020
511	0.0902	1	0.9019
512	0.1462	1	0.8969
513	0.1026	1	0.8907
514	0.0000	0	0.6152
515	0.0000	0	0.0000
516	0.0000	0	0.0000
517	0.0000	0	0.0625
518	0.0000	0	0.0000
519	0.0000	0	0.0000
520	0.0000	0	0.0000
521	0.0000	0	0.0000
522	0.0000	0	0.0000
523	0.0000	0	0.0000
524	0.0000	0	0.0000
525	0.0000	0	0.0000
526	0.3648	1	0.9171
527	0.3385	1	0.9184
528	0.1860	1	0.8955
529	0.0000	0	0.5211
530	0.0000	0	0.0000
531	0.0000	0	0.0000
532	0.0000	0	0.0000
533	0.0000	0	0.0000
534	0.0000	0	0.0000
535	0.0000	0	0.0000
536	0.0000	0	0.0000
537	0.0000	0	0.0000
538	0.0000	0	0.0000
539	0.0000	0	0.0000
540	0.0000	0	0.0000
541	0.0000	0	0.0000
542	0.0000	0	0.0000
543	0.0000	0	0.0000
544	0.0000	0	0.0000
545	0.7050	1	0.8998
546	0.4836	1	0.8147
547	0.0000	0	0.0000
548	0.1483	1	0.9393
549	0.2043	1	0.9363
550	0.3451	1	0.9175
551	0.1368	1	0.8578
552	0.1754	1	0.9221
553	0.1517	1	0.9122
554	0.2643	1	0.9313
555	0.4205	1	0.9341
556	0.3814	1	0.9252
557	0.3010	1	0.9334
558	0.2567	1	0.9274
559	0.2337	1	0.9263
560	0.1356	1	0.9186
561	0.1306	1	0.9238
562	0.1632	1	0.9227
563	0.1384	1	0.9193
564	0.1935	1	0.9400
565	0.3624	1	0.9228
566	0.5898	1	0.9243
567	0.5481	1	0.9221
568	0.5627	1	0.9045
569	0.4376	1	0.8939
570	0.3384	1	0.9240
571	0.0000	0	0.0000
572	0.0000	0	0.0000
573	0.0000	0	0.0000
574	0.0000	0	0.0000
575	0.4430	1	0.9147
576	0.0000	0	0.7825
577	0.0000	0	0.0000
578	0.0000	0	0.0000
579	0.6693	1	0.9115
580	0.6727	1	0.8936
581	0.4148	1	0.9075
582	0.6024	1	0.9107
583	0.1679	1	0.9055
584	0.2062	1	0.8089
585	0.5298	1	0.8496
586	0.4149	1	0.9057
587	0.3703	2	0.9175
588	0.5615	1	0.9066
589	0.5743	1	0.8916
590	0.7005	1	0.9011
591	0.2890	1	0.9032
592	0.6299	1	0.7894
593	0.5800	1	0.8881
594	0.1702	1	0.8844
595	0.5353	1	0.9152
596	0.7386	1	0.8965
597	0.4158	1	0.8915
598	0.3149	1	0.9065
599	0.1384	1	0.9310
600	0.2833	1	0.9060
601	0.2887	1	0.9084
602	0.3692	1	0.9017
603	0.2983	1	0.9017
604	0.5442	1	0.9182
605	0.1910	2	0.8950
606	0.3957	1	0.9242
607	0.5335	1	0.9304
608	0.2942	1	0.9335
609	0.4587	1	0.8950
610	0.3806	1	0.9202
611	0.2709	1	0.9274
612	0.5308	1	0.9267
613	0.6915	1	0.9075
614	0.7049	1	0.8881
615	0.6730	1	0.8981
616	0.4645	1	0.8879
617	0.2598	1	0.8884
618	0.3351	1	0.8971
619	0.2094	1	0.9140
620	0.4603	1	0.9076
621	0.4329	1	0.9085
622	0.4134	1	0.9034
623	0.1441	1	0.8609
624	0.2264	1	0.8984
625	0.1091	1	0.9318
626	0.1208	1	0.9357
627	0.2306	1	0.9408
628	0.1640	1	0.9262
629	0.1752	1	0.9375
630	0.1684	1	0.9480
631	0.1944	1	0.9495
632	0.2333	1	0.9416
633	0.1872	1	0.9434
634	0.1793	1	0.9312
635	0.1743	1	0.9217
636	0.3544	1	0.8560
637	0.0537	1	0.8993
638	0.0000	0	0.8955
639	0.3769	1	0.9087
640	0.7332	1	0.8262
641	0.3482	1	0.9073
642	0.4667	1	0.9005
643	0.6881	1	0.8812
644	0.8901	1	0.7937
645	0.3628	2	0.9055
646	0.6575	1	0.9349
647	0.8499	1	0.9138
648	0.5184	1	0.9021
649	0.6067	1	0.9128
650	0.6822	1	0.9057
651	0.1693	1	0.9197
652	0.0799	1	0.9135
653	0.2259	1	0.8603
654	0.1298	1	0.9003
655	0.4594	1	0.8869
656	0.4676	1	0.9016
657	0.1493	1	0.9092
658	0.3351	1	0.8992
659	0.1615	1	0.8978
660	0.1062	1	0.9091
661	0.1546	1	0.9344
662	0.2742	1	0.9404
663	0.2194	1	0.9359
664	0.1912	1	0.9345
665	0.2658	1	0.9287
666	0.2560	1	0.9250
667	0.2759	1	0.9401
668	0.3340	1	0.9375
669	0.2332	1	0.9341
670	0.3001	1	0.9312
671	0.2868	1	0.9338
672	0.4009	1	0.9107
673	0.0000	0	0.0000
674	0.0000	0	0.0000
675	0.0000	0	0.0000
676	0.0000	0	0.0000
677	0.0000	0	0.0000
678	0.0000	0	0.0000
679	0.0000	0	0.0000
680	0.0000	0	0.0000
681	0.0000	0	0.0000
682	0.0000	0	0.3009
683	0.0000	0	0.0000
684	0.0000	0	0.0000
685	0.2974	1	0.9428
686	0.3434	1	0.9333
687	0.6375	1	0.9135
688	0.2665	2	0.9078
689	0.3567	1	0.8672
690	0.1495	1	0.8165
691	0.1288	1	0.7559
692	0.1385	1	0.8791
693	0.5442	1	0.8646
694	0.5890	1	0.8826
695	0.0000	0	0.9207
696	0.0000	0	0.9120
697	0.1316	1	0.9140
698	0.4707	1	0.9039
699	0.2696	1	0.9422
700	0.3411	1	0.9375
701	0.3529	1	0.9334
702	0.2064	1	0.9318
703	0.1232	1	0.9265
704	0.1656	1	0.9383
705	0.1728	1	0.9373
706	0.2064	1	0.9322
707	0.2021	1	0.9264
708	0.1742	1	0.9303
709	0.2971	1	0.9356
710	0.4598	2	0.8912
711	0.3553	1	0.8739
712	0.3585	1	0.9018
713	0.2333	1	0.9024
714	0.2140	1	0.9057
715	0.1876	1	0.9018
716	0.3630	1	0.8903
717	0.4580	2	0.8854
718	0.5422	2	0.8467
719	0.5000	1	0.8812
720	0.2852	1	0.9093
721	0.3321	1	0.8992
722	0.1731	1	0.9037
723	0.4725	1	0.8892
724	0.2667	1	0.8761
725	0.3857	1	0.8892
726	0.4603	1	0.9073
727	0.2804	1	0.9211
728	0.0875	1	0.9263
729	0.1174	1	0.9165
730	0.7618	1	0.8970
731	0.5686	1	0.8769
732	0.0000	0	0.0000
733	0.0000	0	0.0000
734	0.0000	0	0.0000
735	0.0000	0	0.0000
736	0.0000	0	0.0000
737	0.0000	0	0.0000
738	0.1716	1	0.5220
739	0.5113	1	0.8812
740	0.3248	1	0.9045
741	0.0000	0	0.9116
742	0.0000	0	0.9256
743	0.0996	1	0.9159
744	0.0000	0	0.8934
745	0.2856	1	0.8884
746	0.1631	1	0.8370
747	0.0000	0	0.0000
748	0.0000	0	0.0000
749	0.0000	0	0.0000
750	0.0000	0	0.0000
751	0.0000	0	0.0000
752	0.1346	1	0.9187
753	0.1657	1	0.8904
754	0.0000	0	0.9054
755	0.4856	1	0.8688
756	0.3460	1	0.9097
757	0.2157	1	0.9226
758	0.3221	1	0.9318
759	0.2530	1	0.9299
760	0.2497	1	0.9353
761	0.2415	1	0.9205
762	0.1818	1	0.9388
763	0.0936	1	0.9305
764	0.1711	1	0.9281
765	0.3099	1	0.9324
766	0.3419	1	0.9449
767	0.1902	1	0.9428
768	0.2541	1	0.9290
769	0.1467	1	0.9385
770	0.2279	1	0.9383
771	0.2383	1	0.9401
772	0.2768	1	0.9307
773	0.3092	1	0.9203
774	0.3768	1	0.9290
775	0.3234	1	0.9398
776	0.6636	1	0.9313
777	0.5146	1	0.8890
778	0.2612	1	0.8878
779	0.3693	1	0.8775
780	0.6446	1	0.8786
781	0.5838	2	0.8582
782	0.3702	1	0.9060
783	0.4545	1	0.8476
784	0.2409	1	0.8941
785	0.0000	0	0.9153
786	0.3813	1	0.8907
787	0.0000	0	0.0000
788	0.0000	0	0.0867
789	0.0000	0	0.0000
790	0.0000	0	0.0000
791	0.0000	0	0.0000
792	0.0000	0	0.0000
793	0.0000	0	0.1583
794	0.3066	1	0.9212
795	0.4519	1	0.8904
796	0.3324	1	0.8684
797	0.1678	1	0.8959
798	0.5649	1	0.8913
799	0.2755	1	0.9048
800	0.3543	1	0.8935
801	0.1347	1	0.9077
802	0.1509	1	0.9146
803	0.6451	1	0.8963
804	0.6175	2	0.8810
805	0.6375	2	0.8549
806	0.7771	2	0.8999
807	0.5293	1	0.9191
808	0.1538	1	0.9310
809	0.3384	1	0.9329
810	0.2433	1	0.8698
811	0.4998	2	0.8965
812	0.6544	1	0.8865
813	0.1034	1	0.8715
814	0.2805	1	0.8838
815	0.6940	1	0.8981
816	0.7634	1	0.9130
817	0.2074	1	0.9373
818	0.1865	1	0.9386
819	0.0000	0	0.0913
820	0.0000	0	0.0000
821	0.0000	0	0.0000
822	0.0000	0	0.0000
823	0.6024	1	0.8529
824	0.1476	1	0.8942
825	0.0000	0	0.2666
826	0.0000	0	0.0000
827	0.2754	2	0.9315
828	0.4596	2	0.8986
829	0.2636	1	0.9139
830	0.1478	1	0.9129
831	0.0688	1	0.9100
832	0.0000	0	0.8819
833	0.0000	0	0.9024
834	0.0000	0	0.9225
835	0.4611	1	0.8920
836	0.2622	1	0.8789
837	0.1873	1	0.8642
838	0.3570	1	0.8846
839	0.7401	2	0.8519
840	0.0000	0	0.0000
841	0.0000	0	0.0000
842	0.0000	0	0.0000
843	0.0000	0	0.0000
844	0.0000	0	0.0000
845	0.0000	0	0.0000
846	0.0000	0	0.0000
847	0.0000	0	0.0000
848	0.0000	0	0.0000
849	0.0000	0	0.0000
850	0.0000	0	0.0000
851	0.0000	0	0.0000
852	0.0000	0	0.0000
853	0.0000	0	0.0000
854	0.0000	0	0.0000
855	0.2380	1	0.5094
856	0.6970	1	0.8269
857	0.6858	1	0.9132
858	0.8897	1	0.8441
859	0.7936	1	0.8597
860	0.2079	1	0.8415
861	0.4250	1	0.7111
862	0.0000	0	0.0000
863	0.0000	0	0.0000
864	0.0000	0	0.0000
865	0.0000	0	0.0000
866	0.0000	0	0.0000
867	0.0000	0	0.0000
868	0.0000	0	0.0000
869	0.0000	0	0.0000
870	0.0000	0	0.0000
871	0.0000	0	0.0000
872	0.0000	0	0.0000
873	0.0000	0	0.0000
874	0.0000	0	0.0000
875	0.0000	0	0.0000
876	0.0000	0	0.0000
877	0.0000	0	0.0000
878	0.0000	0	0.0000
879	0.0000	0	0.1047
880	0.0000	0	0.0000
881	0.1042	1	0.9123
882	0.1903	1	0.9136
883	0.5345	1	0.8997
884	0.7071	1	0.8780
885	0.7779	1	0.8628
886	0.7388	1	0.8869
887	0.4493	1	0.9192
888	0.3257	1	0.5823
889	0.3504	2	0.7688
890	0.2892	1	0.7893
891	0.3113	2	0.8902
892	0.5440	2	0.9005
893	0.3628	1	0.8401
894	0.6245	2	0.9003
895	0.3131	1	0.9237
896	0.2325	1	0.8329
897	0.0605	1	0.8271
898	0.0000	0	0.8444
899	0.0000	0	0.8676
900	0.0000	0	0.6828
901	0.5559	1	0.8827
902	0.3299	1	0.8976
903	0.2245	1	0.8799
904	0.1650	1	0.9012
905	0.1605	1	0.9066
906	0.2564	1	0.9040
907	0.3010	1	0.8974
908	0.3392	1	0.8492
909	0.1967	1	0.8938
910	0.2395	1	0.9095
911	0.3741	1	0.8058
912	0.2053	1	0.9008
913	0.0000	0	0.0000
914	0.0000	0	0.0000
915	0.0000	0	0.0000
916	0.0000	0	0.0000
917	0.0000	0	0.0000
918	0.0000	0	0.0000
919	0.0000	0	0.0000
920	0.0000	0	0.0000
921	0.0000	0	0.0000
922	0.0000	0	0.0000
923	0.0000	0	0.0000
924	0.0000	0	0.0000
925	0.0000	0	0.0000
926	0.1278	1	0.7564
927	0.0739	1	0.6183
928	0.1615	1	0.6800
929	0.0713	1	0.6670
930	0.0658	1	0.8058
931	0.1062	1	0.7204
932	0.1124	1	0.7296
933	0.0833	1	0.7832
934	0.1042	1	0.8432
935	0.1228	1	0.9055
936	0.1744	1	0.9150
937	0.1965	1	0.9111
938	0.1793	1	0.9243
939	0.1503	1	0.9078
940	0.1081	1	0.9140
941	0.2154	1	0.9196
942	0.2979	1	0.9094
943	0.3232	1	0.9146
944	0.1018	1	0.9150
945	0.1372	1	0.9017
946	0.1880	1	0.9177
947	0.3213	1	0.9383
948	0.0667	1	0.9332
949	0.1156	1	0.9470
950	0.1312	1	0.9405
951	0.1094	1	0.9349
952	0.1031	1	0.9356
953	0.1389	1	0.9297
954	0.1751	1	0.9373
955	0.1834	1	0.9421
956	0.1475	1	0.9412
957	0.0993	1	0.9370
958	0.0959	1	0.9115
959	0.2044	1	0.9343
960	0.0000	0	0.0000
961	0.0000	0	0.0000
962	0.0000	0	0.0000
963	0.0000	0	0.0000
964	0.0000	0	0.0000
965	0.2251	1	0.8083
966	0.0000	0	0.0000
967	0.3604	1	0.7540
